id,v1,v2,v3
1,58.06969093,-49.90375717,-15.30642972
2,25.96521638,-68.58894147,-23.10992198
3,193.716251,124.4018563,119.5674677
4,72.15646725,-98.48535756,2.877972013
5,98.06271216,23.55357592,-79.89316106
6,83.0948482,-116.9582086,-107.6412846
7,8.217154128,-205.6448,-139.958481
8,36.16982045,58.95708499,26.89037905
9,152.7861314,162.6093489,138.7319541
10,41.62178977,65.15426692,59.97430952
11,27.26446073,-56.89566766,61.38806391
12,136.1601836,34.04776194,68.71330128
13,9.708047609,-77.75029521,-64.7302021
14,62.96184281,42.51101377,127.4464427
15,65.00432221,39.66518109,89.16480962
16,5.750663437,39.85309385,84.90443782
17,102.2634984,71.16195643,26.94493044
18,99.94606503,-21.40375488,1.394795766
19,43.01456969,-117.7978953,-19.65008555
20,43.3678504,-61.10822059,-151.997605
21,43.0846699,35.49433039,167.8251017
22,28.24672895,99.31025573,131.3697748
23,20.17994186,131.0069973,68.29276825
24,21.67747914,-6.811555727,-34.8300384
25,125.657908,-51.44965088,-102.6000943
26,20.86130801,162.6531797,127.4154575
27,89.19592462,170.9585991,136.0247611
28,81.13090351,22.37509344,56.03259701
29,36.90483641,41.44103907,44.2152973
30,10.13284909,-139.2111811,-22.11150161
31,39.73339812,-75.2685512,-259.5824028
32,20.17193601,-34.49648657,83.77615842
33,78.87046667,220.6698717,132.48969
34,78.40527939,-27.62128977,-121.4976153
35,83.82589746,92.5336562,-102.920878
36,144.8334294,-143.1024364,2.088730986
37,38.24295714,87.44051347,92.52229969
38,115.3379572,132.4738654,-103.02231
39,111.2139584,61.39685446,86.51410549
40,30.1731895,124.0939689,144.7666036
