id,root,affix,confidence,info,pos,tense,person,cases,singular,plural,question,negative,lexical_affixes,syntactical_affixes
73,bor/kuyla,(a)r,1,"",,,,,,,,,,
74,bor/kuyla,(a)rdi,1,"",,,,,,,,,,
127,yugur/sakra,(a)rdilar,1,"",,,,,,1,,,,
128,yugur/sakra,(a)rmidi,1,"",,,,,,,1,,,
130,yugur/sakra,(a)rmiding,1,"",,,,,,,1,,,
131,yugur/sakra,(a)rmidingiz,1,"",,,,,,,1,,,
54,bor/kuyla,(a)y,1,"",,,,,,,,,,
64,bor/kuyla,(a)yin,1,"",,,,,,,,,,
55,bor/kuyla,(a)ylik,1,"",,,,,,,,,,
57,bor/kuyla,(a)ylikmi,1,"",,,,,,,1,,,
56,bor/kuyla,(a)ymi,1,"",,,,,,,1,,,
111,kel/kuyla,(a)yotgan,1,"",Fel,,,,,,,,,
651,kel/kuyla,(a)yotgandi,1,"",,,,,,,,,,
253,qo'n/uxla,(a)yotgani,1,"qo'n{ayotgani} tasvirlangan video",Fel,,,Tushum,,,,,,
254,qo'n/uxla,(a)yotganida,1,"qo'n{ayotganida} tasvirga olingan video",Fel,,,Orin-payt,,,,,,
646,kel/kuyla,(a)yotganidan,1,"",,,,,,,,,,
255,qo'n/uxla,(a)yotganini,1,"qo'n{ayotganini} tasvirga oldi",Fel,,,Tushum,,,,,,
114,kel/kuyla,(a)yotganlar,1,"",Fel,,,,,1,,,,
115,kel/kuyla,(a)yotganlardan,1,"",Fel,,,Chiqish,,1,,,,
116,kel/kuyla,(a)yotganlardanmi,1,"",Fel,,,Chiqish,,1,1,,,
117,kel/kuyla,(a)yotganlardanmisiz,1,"",Fel,,,Chiqish,,1,1,,,
641,kel/kuyla,(a)yotganlarimiz,1,"",,,,,,,,,,
643,kel/kuyla,(a)yotganlarimizda,1,"",,,,,,,,,,
642,kel/kuyla,(a)yotganlarimizdan,1,"",,,,,,,,,,
644,kel/kuyla,(a)yotganlarimizni,1,"",,,,,,,,,,
638,kel/kuyla,(a)yotganlaring,1,"",,,,,,,,,,
640,kel/kuyla,(a)yotganlaringga,1,"",,,,,,,,,,
635,kel/kuyla,(a)yotganlaringiz,1,"",,,,,,,,,,
634,kel/kuyla,(a)yotganlaringizda,1,"",,,,,,,,,,
637,kel/kuyla,(a)yotganlaringizdan,1,"",,,,,,,,,,
636,kel/kuyla,(a)yotganlaringizni,1,"",,,,,,,,,,
639,kel/kuyla,(a)yotganlaringni,1,"",,,,,,,,,,
256,qo'n/uxla,(a)yotganligi,1,"qo'n{ayotganligi} tasvirga olindi",Fel,,,,,,,,,
258,qo'n/uxla,(a)yotganligidan,1,"qo'n{ayotganligidan} xavotirda edi",Fel,,,Chiqish,,,,,,
257,qo'n/uxla,(a)yotganligini,1,"qo'n{ayotganligini} bilib qolishdi",Fel,,,Tushum,,,,,,
112,kel/kuyla,(a)yotganmi,1,"",Fel,,,,,,1,,,
113,kel/kuyla,(a)yotganmidi,1,"",Fel,,,,,,1,,,
71,bor/kuyla,(a)yotib,1,"Qoida: (a) qirqilmaydigan xolatdagi suzlarni kiritib shularni istisno qilish kerak yoki biron qoida topish kerak a ni qirqmasligi uchun",,,,,,,,,,
70,bor/kuyla/uxla,(a)yotir,1,"Qoida: (a) qirqilmaydigan xolatdagi suzlarni kiritib shularni istisno qilish kerak yoki biron qoida topish kerak a ni qirqmasligi uchun",,,,,,,,,,
213,ayt/kuyla,(i)b,1,"aytib, kuylab, (sakra{b}, yugur{ib}) Qoida: undoshdan sung {ib}, unlidan sung {b} keladi.",,,,,,,,,,
447,yugur/uxla/ek/chiq,(i)bdi,1,"",,,,,,,,,,
449,yugur/uxla/ek/chiq,(i)bdilar,1,"",,,,,,1,,,,
450,yugur/uxla/ek/chiq,(i)bdilarmi,1,"",,,,,,1,,,,
448,yugur/uxla/ek/chiq,(i)bdimi,1,"",,,,,,,,,,
444,yugur/uxla/ek/chiq,(i)bgina,1,"Qoida: qushimchadagi b harfidan oldin i dan farqli unli kelsa, bu asosga tegishli buladi",,,,,,,,,,
1,kitob,(i)m,1,"",,,,,,,,,,
369,ruchka/kitob,(i)mchalik,1,"ruchka{mchalik}, kitob{imchalik} Qoida: {chalik} bu yerda yaxlit qushimcha",,,,,,,,,,
350,oila/kitob,(i)mda,1,"oila{mda}, kitob{imda}",,,,Orin-payt,,,,,,
351,oila/kitob,(i)mdan,1,"oila{mdan}, kitob{imdan}",,,,Chiqish,,,,,,
352,oila/kitob,(i)mga,1,"oila{mga}, kitob{imga}",,,,Jonalish,,,,,,
2,kitob,(i)miz,1,"",,,,,,,1,,,
335,oila/kitob,(i)mizda,1,"oila{mizda}, kitob{imizda}",,,,Orin-payt,,,1,,,
334,oila/kitob,(i)mizdan,1,"oila{mizdan}, kitob{imizdan}",,,,Chiqish,,,1,,,
336,oila/kitob,(i)mizga,1,"oila{mizga}, kitob{imizga}",,,,Jonalish,,,1,,,
33,kitob/dada,(i)mizmi,1,"",,,,,,,1,,,
333,oila/kitob,(i)mizni,1,"oila{mizni}, kitob{imizni}",,,,Tushum,,,1,,,
332,oila/kitob,(i)mizning,1,"oila{mizning}, kitob{imizning}",,,,Qaratqich,,,1,,,
32,kitob/dada,(i)mmi,1,"",,,,,,,1,,,
353,oila/kitob,(i)mni,1,"oila{mni}, kitob{imni}",,,,Tushum,,,,,,
365,ruchka/kitob,(i)mnigina,1,"ruchka{mnigina}, kitob{imnigina}",,,,Tushum,,,,,,
367,ruchka/kitob,(i)mnimi,1,"ruchka{mnimi}, kitob{imnimi}",,,,Tushum,,,1,,,
354,oila/kitob,(i)mning,1,"oila{mning}, kitob{imning}",,,,Qaratqich,,,,,,
675,qora/ko'k,(i)mtir,1,"Sifat ligaviy shakl yasovchisi | Sifat darajasi",Sifat,,,,,,,,,
537,qil/qala,(i)nayotgan,1,"himoya qil{inayotgan}",Fel,,,,,,,,,
539,qil/qala,(i)nayotganda,1,"himoya qil{inayotganda}",Fel,,,Orin-payt,,,,,,
542,qil/qala,(i)nayotgandagina,1,"himoya qil{inayotgandagina}",Fel,,,Orin-payt,,,,,,
540,qil/qala,(i)nayotgandan,1,"himoya qil{inayotgandan}",Fel,,,Chiqish,,,,,,
541,qil/qala,(i)nayotgandek,1,"himoya qil{inayotgandek}",Fel,,,,,,,,,
538,qil/qala,(i)nayotganligi,1,"himoya qil{inayotganligi}",Fel,,,,,,,,,
388,uch/olti,(i)nchi,1,"Sonlar uchun: uch{inchi}, olti{nchi} Qoida: undosh bilan tugasa {inchi} qushimchasi qushiladi, unli bilan tugasa {nchi} qushimchasi qo'shiladi",NUM,,,,,,,,,
529,qil/qala,(i)ndi,1,"o't qala{ndi}, qil{indi}",,,,,,,,,,
531,qil/qala,(i)ndimi,1,"o't qala{ndimi}",,,,,,,,,,
3,opa,(i)ng,1,"",,,,,,,,,,
530,qil/qala,(i)ngan,1,"o't qala{ngan}",Fel,,,,,,,,,
534,qil/qala,(i)nganligi,1,"o't qala{ngan}",Fel,,,,,,,,,
532,qil/qala,(i)nganmi,1,"o't qala{ngan}",Fel,,,,,,,,,
533,qil/qala,(i)nganmidi,1,"o't qala{ngan}",Fel,,,,,,,,,
340,oila/kitob,(i)ngda,1,"oila{ngda}, kitob{ingda}",,,,Orin-payt,,,,,,
341,oila/kitob,(i)ngdan,1,"oila{ngdan}, kitob{ingdan}",,,,Chiqish,,,,,,
343,oila/kitob,(i)ngga,1,"oila{ngga}, kitob{ingga}",,,,Jonalish,,,,,,
4,kitob,(i)ngiz,1,"",,,,,,,,,,
347,oila/kitob,(i)ngizda,1,"oila{ngizda}, kitob{ingizda}",,,,Orin-payt,,,,,,
348,oila/kitob,(i)ngizdan,1,"oila{ngizdan}, kitob{ingizdan}",,,,Chiqish,,,,,,
36,kitob/dada,(i)ngizmi,1,"",,,,,,,1,,,
345,oila/kitob,(i)ngizni,1,"oila{ngizni}, kitob{ingizni}",,,,Tushum,,,,,,
346,oila/kitob,(i)ngizning,1,"oila{ngizning}, kitob{ingizning}",,,,Qaratqich,,,,,,
60,bor/kuyla,(i)nglar,1,"",,,,,,1,,,,
35,kitob/dada,(i)ngmi,1,"",,,,,,,1,,,
339,oila/kitob,(i)ngni,1,"oila{ngni}, kitob{ingni}",,,,Tushum,,,,,,
342,oila/kitob,(i)ngning,1,"oila{ngning}, kitob{ingning}",,,,Qaratqich,,,,,,
686,qil/qala/o'yla,(i)nmadi,1,"o'ylanmadi",,,,,,,,,,
690,qil/qala/o'yla,(i)nmadik,1,"",,,,,,,,,,
691,qil/qala/o'yla,(i)nmadim,1,"",,,,,,,,,,
688,qil/qala/o'yla,(i)nmading,1,"",,,,,,,,,,
689,qil/qala/o'yla,(i)nmadingiz,1,"",,,,,,,,,,
687,qil/qala/o'yla,(i)nmas,1,"",,,,,,,,,,
536,qil/qala,(i)nmoqda,1,"o't qala{nmoqda}",,,,Orin-payt,,,,,,
478,yur/uxla,(i)sh,1,"",,,,,,,,,,
482,yur/uxla,(i)shda,1,"",,,,Orin-payt,,,,,,
481,yur/uxla,(i)shdan,1,"",,,,Chiqish,,,,,,
553,qo'shil/sakra,(i)shdikmi,1,"",,,,,,,,,,
550,qo'shil/sakra,(i)shdimi,1,"",,,,,,,,,,
552,qo'shil/sakra,(i)shdingizmi,1,"",,,,,,,,,,
551,qo'shil/sakra,(i)shdingmi,1,"",,,,,,,,,,
556,qo'shil/sakra,(i)shganmiding,1,"",Fel,,,,,,,,,
555,qo'shil/sakra,(i)shganmidingiz,1,"",Fel,,,,,,,,,
546,qo'shil/sakra,(i)shi,1,"",,,,,,,,,,
685,bul/kuyla,(i)shicha,1,"",,,,,,,,,,
520,kurash/sakra,(i)shida,1,"FEL",,,,Orin-payt,,,,,,
545,qo'shil/sakra,(i)shidan,1,"",,,,Chiqish,,,,,,
535,kurash/sakra/o'tkaz,(i)shiga,1,"o't qala{ngan}",,,,Jonalish,,,,,,
483,yur/uxla,(i)shim,1,"",,,,,,,,,,
493,yur/uxla,(i)shimda,1,"",,,,Orin-payt,,,,,,
494,yur/uxla,(i)shimdan,1,"",,,,Chiqish,,,,,,
514,yur/uxla,(i)shimga,1,"",,,,Jonalish,,,,,,
622,yur/uxla,(i)shimgacha,1,"tur{ishimgacha} gapirishdi",,,,Jonalish,,,,,,
486,yur/uxla,(i)shimiz,1,"",,,,,,,,,,
488,yur/uxla,(i)shimizda,1,"",,,,Orin-payt,,,,,,
489,yur/uxla,(i)shimizdan,1,"",,,,Chiqish,,,,,,
510,yur/uxla,(i)shimizga,1,"",,,,Jonalish,,,,,,
487,yur/uxla,(i)shimizni,1,"",,,,Tushum,,,,,,
490,yur/uxla,(i)shimizning,1,"",,,,Qaratqich,,,,,,
491,yur/uxla,(i)shimni,1,"",,,,Tushum,,,,,,
492,yur/uxla,(i)shimning,1,"",,,,Qaratqich,,,,,,
484,yur/uxla,(i)shing,1,"",,,,,,,,,,
497,yur/uxla,(i)shingda,1,"",,,,Orin-payt,,,,,,
